document_id,title,pdf_path,page,word_count,text
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,55,199,"Figure 3-13. Indirect Subroutine Linkage

 main
 glue

 bctr

 bl
 task

 blr

 3.1.4 Branch Prediction Branches constitute varying portions of PowerPC programs, but
 usually around 10% for floating-point code and around 20% for
 integer code (see Appendix C). Often these branches can neither
 be avoided nor resolved, so speculatively executing down the
 path indicated by the predicted outcome of the unresolved branch
 offers a significant performance gain if the prediction is accurate.
 PowerPC implementations have varying types of branch predic-
 tion. Some implementations support only static branch prediction;
 some include dynamic branch prediction hardware. In general,
 use the static branch prediction bit (the y bit in the BO field of the
 conditional branch instruction) when the likely direction of a con-
 ditional branch is known. The use of this bit helps on some imple-
 mentations and hurts on none.

3.1.4.1 Default Prediction and The default static branch prediction (i.e., the y bit in BO is cleared)
 Rationale corresponds to:
 ■ Predicted Taken Branch—bc[l ][a ] with a negative value in the
 displacement field.
 ■ Predicted Not-Taken Branch—bc[l ][a ] with a non-negative
 value in the displacement field, and bclr[l ] and bcctr[l ].

 Chapter 3. Code Selection: Control Flow 35"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,56,415,"Conditional branches to either the Link Register or the Count
 Register are assumed to be not taken by default. Conditional
 branching with a negative displacement (a backward branch)
 defaults as taken, but with a positive displacement (a forward
 branch) defaults as not taken. In general, branches tend to be not
 taken, with the exception of loops, in which they are almost
 always taken. Loops involve backward branches, so the default
 for this case is taken. These considerations lead to a Backward
 Taken/Forward Not-Taken branch prediction algorithm. The rules
 apply to absolute as well as relative displacements, although the
 sign of the displacement for absolute branches does not neces-
 sarily indicate forward or backward. Branch prediction does not
 apply to unconditional branches, including the case of a Branch
 Conditional with the BO field indicating branch always.

3.1.4.2 Overriding Default Use conditional branching with the override of the static branch
 Prediction prediction (i.e., the y bit in BO is set to one) when the branch will
 most likely behave in contradiction to the default prediction. The
 assembly mnemonic indicates this override by the addition of a
 suffix: “+” for predicted taken and “-” for predicted not taken. Over-
 riding static branch prediction is useful when:
 ■ Testing for Error Conditions—If an unlikely call to an error han-
 dler lies on the fall-through path, override the default predic-
 tion.
 ■ Testing Known Distributions—Sometimes a program has
 been profiled for branching. The default might be overridden
 on the basis of this information.
 ■ Conditional Subroutine Return—Figure 3-14 shows a condi-
 tional return. In this case, it is known that a is likely to be pos-
 itive. Thus, the “+” sign added to the mnemonic overrides the
 default static branch prediction.
 Ball and Larus [1993] describe heuristics that enable correct
 static branch prediction more than 80% of the time. Even better
 prediction is possible if the code is profiled, that is, executed to
 collect information on branch outcomes for subsequent compila-
 tion.
 It is preferable to reverse the direction of a branch, rather than
 override the default branch prediction because branch reversal
 makes more effective use of the instruction cache. To reverse the
 direction of a branch, exchange the instructions on the taken path
 with those on the fall-through path and adjust the condition calcu-
 lation and program layout appropriately. In some cases, however,
 it is not convenient to reverse a branch’s direction, so overriding
 the default branch prediction remains an important option.

 36 Chapter 3. Code Selection: Control Flow"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,57,236,"Figure 3-14. Conditional Return Code Example
 C Source Code
 int condret(int a)
 {
 if(a>0) return(a);
 else return(a+1);
 }

 Assembly Code
 # R3 contains the input and return value
 # the compiler knows that most likely a > 0
 cmpwi cr0,R3,0 # set cr0 with comparison a > 0
 bgtlr+ # conditional branch to the link register
 # determined by cr0[gt], R3 = a
 # “+” indicates branch is predicted taken
 addi R3,R3,1 # R3 = a + 1
 blr # normal return

3.1.4.3 Dynamic Branch PowerPC processors have implementation-dependent dynamic
 Prediction branch-prediction capabilities. Although software does not
 directly control these mechanisms, knowledge of their behavior
 can help software estimate the costs of misprediction for those
 processors that implement dynamic prediction. See Section 4.2.2
 on page 102 for details.

 3.1.5 Avoiding Branches Branching, both conditional and unconditional, slows most imple-
 mentations. Even an unconditional branch or a correctly pre-
 dicted taken branch may cause a delay if the target instruction is
 not in the fetch buffer or the cache. It is therefore best to use
 branch instructions carefully and to devise algorithms that reduce
 branching. Many operations that normally use branches may be
 performed either with fewer or no branches.
 Reducing the number of branches:
 ■ Increases the size of the basic blocks, and therefore
 increases opportunities for scheduling within a basic block.
 ■ Decreases the number of basic blocks.

 Chapter 3. Code Selection: Control Flow 37"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,58,234,"3.1.5.1 Computing Predicates Predicates utilize a boolean expression as an integer value. For
 example, in C:

 ne = ((x != y) ? 1 : 0);

 Figure 3-15 shows how to calculate this expression using an ordi-
 nary control flow translation.

 Figure 3-15. Predicate Calculation: Branching Code Sequence
 cmpw cr0,Rx,Ry # place compare result in cr0
 li R3,1 # R3 = 1
 bne cr0,lab # x != y
 li R3,0 # R3 = 0
 lab:

 You can avoid the branch by using Condition Register logical
 instructions, as shown in Figure 3-16. In this case, the result of
 the comparison is directly transferred from the Condition Register
 to a General-Purpose Register, from which the bit is extracted
 and then flipped.

 Figure 3-16. Predicate Calculation: Condition-Register Logical Code Sequence
 cmpw cr0,Rx,Ry # place compare result in cr0
 mfcr R4 # R4 = condition register
 rlwinm R5,R4,3,31,31 # extract the cr0[eq] bit
 xori R3,R5,1 # flip the bit to obtain 0/1

 Some implementations have delays associated with accessing
 the Condition Register using the mfcr instruction. An alternative
 that uses only fixed-point operations is shown in Figure 3-17.

 Figure 3-17. Predicate Calculation: Fixed-Point-Operation Code Sequence
 subf R0,Rx,Ry # R0 = y - x
 subf R3,Ry,Rx # R3 = x - y
 or R3,R3,R0 # R3 = R3 | R0
 # sign bit holds desired result
 rlwinm R3,R3,1,31,31 # extract the sign bit

 38 Chapter 3. Code Selection: Control Flow"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,59,223,"You can generate all boolean predicates with straight-line code
 that does not use the Condition Register. Figure 3-18 shows
 arithmetic expressions that yield a sign-bit reflecting the appropri-
 ate result.

 Figure 3-18. Arithmetic Expressions for Boolean Predicates
 Boolean Predicate Arithmetic Expression
 x≠y (x - y) | (y - x)
 x=y ¬((x - y) | (y - x))
 x<y (x & ¬y) | ((x ≡ y) & (x - y))
 x≤y (x | ¬y) & ((x ⊕ y) | ¬(y - x))
 x < y, unsigned (¬x & y) | ((x ≡ y) & (x - y)), or
 (¬x & y) | ((¬x | y) & (x - y))
 x ≤ y, unsigned (¬x | y) & ((x ⊕ y) | ¬(y - x))

 Shorter sequences exist for many of these operations. The GNU
 superoptimizer is a program that exhaustively searches a subset
 of machine instructions to find the shortest branch-free combina-
 tions that perform a specified operation. Appendix D lists the
 PowerPC GNU superoptimizer results for a number of functions.

3.1.5.2 Conditionally Figure 3-19 shows the C code fragment for conditionally incre-
 Incrementing a Value menting a value by 1 and equivalent branching and non-branch-
 by 1 ing assembly code sequences. For simple conditions, branch-
 free equivalents can be formed using computed predicates. See
 Appendix D.

 Chapter 3. Code Selection: Control Flow 39"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,60,247,"Figure 3-19. Conditionally Incrementing a Value by 1 Code Example
 C Source Code
 if (a < b) ++b;

 Branching Code
 # R3 contains a
 # R4 contains b
 cmpw cr0,R3,R4 # compare a and b
 bge cr0,lab # branch if a >= b
 addi R4,R4,1 # b = b + 1
 lab:
 # R4 contains the desired result

 Branch-Free Code
 # R3 contains a
 # R4 contains b
 subf R0,R4,R3 # a - b
 eqv R2,R3,R4 # a ≡ b
 and R2,R0,R2 # (a ≡ b) & (a - b)
 andc R0,R3,R4 # a & ~b
 or R0,R0,R2 # (a & ~b) | ((a ≡ b) & (a - b))
 rlwinm R0,R0,1,31,31 # extract predicate
 add R4,R4,R0 # if (a < b) then b++

3.1.5.3 Condition Register The Condition Register logical instructions can be used to com-
 Logical bine several branch conditions, thus reducing the number of
 branches. For example, Figure 3-20 shows the C code fragment
 for a complex conditional expression and two equivalent assem-
 bly code sequences: one that has a comparison and branch for
 each side of the OR, and another that uses a Condition Register
 logical OR to combine the results of the compare and recording
 operations for a single test by a conditional branch. This form may
 present itself in situations where a common sub-expression
 exists between this and other code, thus offering opportunities for
 multiple compare and recording instructions within a single basic
 block.

 40 Chapter 3. Code Selection: Control Flow"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,61,205,"Figure 3-20. Complex Condition Code Example
 C Source Code
 if ((a + b) < 0) || ((x + y) > 0)
 ...do_something...

 Separate Branches
 add. R3,Ra,Rb # perform add (a + b) with record
 blt cr0,lab1 # if (a + b) < 0, goto lab1
 add. R4,Rx,Ry # perform add (x + y) with record
 ble cr0,else # if (x + y) <= 0, goto else
 lab1:
 ...statement...
 else:

 Combined Branch
 add R3,Ra,Rb # perform add (a + b)
 cmpwi cr3,R3,0 # compare (a + b) to 0
 add. R4,Rx,Ry # perform add (x + y) with record
 cror 27,1,12 # cr6[so] = cr0[gt] | cr3[lt]
 bf cr6[so],else # branch to else if condition bit is false
 ...statement...
 else:

 Figure 3-21 shows code sequences for a C switch for which the
 optimal implementation of the multi-way branch is simply a
 sequence of compare-branch tests. Because the tests all have a
 common target address, they can be combined using Condition
 Register logical instructions, reducing the total number of
 branches from four to one. For a specific implementation, com-
 pare the timing of sequences using Condition Register logical
 instructions to the equivalent multiple-branch sequences
 because the relative performance may vary.

Chapter 3. Code Selection: Control Flow 41"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,62,124,"Figure 3-21. C Switch: Condition Register Logical Code Example
 C Source Code
 switch(i){
 case 0: case 20: case 30: case 40:
 i+=10; break;
 }

 Assembly Code
 lwz R3,i # load i into R3
 cmpwi cr0,R3,0 # compare R3 to 0 -> cr0
 cmpwi cr1,R3,20 # compare R3 to 20 -> cr1
 cmpwi cr6,R3,30 # compare R3 to 30 -> cr6
 cmpwi cr7,R3,40 # compare R3 to 40 -> cr7
 cror cr5[eq],cr0[eq],cr1[eq] # cr5[eq] = cr0[eq] | cr1[eq]
 cror cr0[eq],cr7[eq],cr6[eq] # cr0[eq] = cr7[eq] | cr6[eq]
 cror cr1[eq],cr5[eq],cr0[eq] # cr1[eq] = cr5[eq] | cr0[eq]
 bne cr1,out # i != 0, 20, 30, 40, goto out
 addi R3,R3,10 # i += 10
 stw R3,i # store new i
 out:

42 Chapter 3. Code Selection: Control Flow"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,63,337,"Chapter 3
 3. Code Selection

 3.2 Integer and String Operations

 Optimal code selection generally depends on the surrounding
 code. The total number of instructions should be minimized, but
 scheduling considerations may give longer code sequences a
 performance advantage. Where possible, branches and long
 latency instructions (multiplies, divides, loads, and stores) should
 be avoided. Because of the pipelined, superscalar nature of many
 PowerPC implementations, the minimization of dependences
 introduces flexibility in scheduling and opportunities for parallel
 computation.
 Dependences, particularly the so-called false dependences (anti-
 dependences and output dependences) may cause the proces-
 sor to stall, even when it can be avoided. (Renaming mechanisms
 are frequently provided in advanced implementations to eliminate
 false dependences.) The PowerPC instruction forms explicitly
 indicate all operands, facilitating the determination of depen-
 dence. Moreover, most operations have instruction forms that do
 not record, set the carry bit, or set the overflow bit, thereby reduc-
 ing the potential for conflicts over these resources.
 The PowerPC integer instruction set architecture includes:
 ■ Load and store instructions
 - Byte, halfword, word scalar accesses. 64-bit implementa-
 tions also have doubleword scalar accesses.
 - Update forms, which write the calculated address to the
 base register.
 - Halfword and word byte-reversal forms.
 - Multi-word and multi-byte forms.
 ■ Cache touch instructions.
 ■ Addition, subtraction, multiplication and division operations.
 ■ Comparison operations.
 ■ A complete set of bit-parallel logical operations.
 ■ Sign extend and count leading zeros operations.
 ■ Rotate and shift instructions with masking capabilities, which
 permit flexible manipulation of bit fields.

 3.2.1 Memory Access The PowerPC architecture is a load-store architecture; that is,
 only load and store instructions can move values between regis-
 ters and memory. These instructions introduce delays due to
 memory latencies, so their use should generally be minimized.

3.2.1.1 Single Scalar Load or Figures 3-22 and 3-23 show the PowerPC scalar load and store
 Store instructions. The update form of the load or store writes the cal-
 culated address to the base register, simplifying the iterative load

 Chapter 3. Code Selection: Integer and String Operations 43"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,64,332,"or store of data structures, such as strings or arrays. The update
 load or store instructions execute as fast or faster than the equiv-
 alent non-update load or store instruction and the associated add.
 If the RA field of a non-updating load or store is R0, the value 0 is
 used instead of the contents of R0.

 Figure 3-22. Scalar Load Instructions
 Scalar Type Basic Indexed Update Update
 Form Form Form Indexed
 Form
 logical byte lbz lbzx lbzu lbzux
 logical halfword lhz lhzx lhzu lhzux
 logical word lwz lwzx lwzu lwzux
 logical doubleword (ld) (ldx) (ldu) (ldux)
 algebraic halfword lha lhax lhau lhaux
 algebraic word (lwa) (lwax) — (lwaux)
 Instructions in parentheses are available only in 64-bit implementations.

 Figure 3-23. Scalar Store Instructions
 Scalar Size Basic Indexed Update Update
 Form Form Form Indexed
 Form
 byte stb stbx stbu stbux
 halfword sth sthx sthu sthux
 word stw stwx stwu stwux
 doubleword (std) (stdx) (stdu) (stdux)
 Instructions in parentheses are available only in 64-bit implementations.

3.2.1.2 Load and Reserve/ The load and reserve instructions load the addressed value from
 Store Conditional memory and then set a reservation on an aligned unit of real stor-
 age (called a reservation granule ) containing the address. The
 size of a reservation granule is implementation dependent. It
 must be a multiple of 4 bytes for lwarx and a multiple of 8 bytes
 for ldarx. In most implementations, it equals the size of a cache
 line. A subsequent store conditional instruction to this address
 verifies that the reservation is still set on the granule before car-
 rying out the store. If the reservation does not exist, the instruc-
 tion completes without altering storage. If the store is performed,
 bit 2 of CR0 is set; otherwise, it is cleared. The processor may
 clear the reservation by setting another reservation or by execut-
 ing a conditional store to any address. Another processor may
 clear the reservation by accessing the same reservation granule.

 44 Chapter 3. Code Selection: Integer and String Operations"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,65,382,"A pair of load-and-reserve and store-conditional instructions per-
 mit the atomic update of a single aligned word or doubleword
 (only in 64-bit implementations) in memory.
 A compiler that directly manages threads may use these instruc-
 tions for in-line locks and to implement wait-free updates using
 primitives similar to compare and swap. Because locked or syn-
 chronized operations in multi-processor systems are complex,
 these operations are usually exposed only through calls to appro-
 priate run-time library functions.
 Further details about the use of these instructions may be found
 in Book I Section 3.3.7 and Book II Section 1.8.2 of The PowerPC
 Architecture.

3.2.1.3 Multiple Scalar Load or The load and store multiple and move assist instructions access
 Store a sequence of words or bytes in memory. In PowerPC Little-
 Endian mode, the execution of these instructions generates an
 interrupt.
 Some implementations may not execute these instructions as
 efficiently as the equivalent sequence of scalar loads and stores.
 If the output of the compiler targets a generic PowerPC imple-
 mentation, the use of an equivalent sequence of scalar loads or
 stores may be preferable. For a particular implementation, check
 Appendix B and relevant implementation-specific documentation
 for the latency and timing of these instructions.

3.2.1.4 Byte-Reversal Load or The byte-reversal loads and stores reverse the order of the bytes
 Store in the accessed halfword or word, regardless of the processor’s
 endian mode. With knowledge of the data structure, data types,
 and endian orientation, these instructions may be used for endian
 conversion. Some implementations may have a longer latency for
 byte reversing loads and stores than for ordinary loads and
 stores.

3.2.1.5 Cache Touch The data cache touch instructions may improve performance by
 Instructions providing the processor with a hint that the cache line containing
 the addressed byte will soon be fetched into the data cache. The
 processor is not required to act on this hint. Successful use of the
 touch instructions requires knowledge of the cache geometry and
 a non-blocking cache. See Section 4.4.3 on page 134 for further
 details.

 3.2.2 Computation All integer computational instructions have operands that are
 stored in registers or appear as intermediate fields in the instruc-
 tion. With the exception of multiplies and divides, they usually
 execute in a single cycle.

 Chapter 3. Code Selection: Integer and String Operations 45"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,66,418,"3.2.2.1 Setting Status Integer operations may write the status of the result to either the
 Condition Register or the XER, depending on the opcode (some
 cause the Carry bit to be written) and the Rc and OE fields (if
 present) in the instruction. Unnecessarily setting status bits can
 reduce instruction-level parallelism by increasing instruction
 interdependence. The addi, addis, add, and subf instructions do
 not access status bits.

 Recording Most integer instructions have a Record (Rc) field. When the Rc
 field in an instruction is set, CR0 is written reflecting both a com-
 parison of the result to zero and the Summary Overflow bit. The
 andi., andis., and addic. instructions also record, even though
 they do not have an Rc field. For 64-bit implementations operat-
 ing in 64-bit mode, the full 64-bit register value is compared to
 zero. For 64-bit implementations operating in 32-bit mode, only
 the low-order 32 bits are compared to zero. Even unsigned
 instructions with the Rc field set, such as the logical and rotation
 instructions, set CR0 based on signed comparison of the result to
 zero.

 Carry Carrying and extended arithmetic operations may set the Carry
 (CA) bit. In addition, the Shift Right Algebraic instruction sets CA
 when the argument is negative and a 1-bit has been shifted out;
 CA is cleared otherwise. In 64-bit implementations, the value of
 CA depends on whether the processor is in 32-bit or 64-bit mode.
 During a sequence of instructions using CA, changing modes can
 lead to unexpected results.

 Overflow XER contains two overflow bits: overflow (OV) and summary
 overflow (SO). OV indicates whether an overflow occurred during
 the execution of an integer arithmetic instruction with the OE field
 set. Add, subtract from, and negate instructions may set OV if the
 carry into the most-significant bit is not the same as the carry out
 of it. Multiply low and divide instructions may set OV if the result
 cannot be represented in 64 bits for doubleword forms and 32 bits
 for word forms.
 The processor sets SO whenever setting OV. SO remains set,
 however, until explicitly cleared by an mtxer or mcrxr instruction.
 Remaining set allows the check for overflow to occur at the end
 of a sequence of integer arithmetic instructions, rather than
 immediately after each instruction.
 In 64-bit implementations, the OV and SO values depend on
 whether the processor is in 32-bit or 64-bit mode. During a
 sequence of instructions using OV, changing modes can lead to
 unexpected results.

 46 Chapter 3. Code Selection: Integer and String Operations"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,67,407,"3.2.2.2 Arithmetic Instructions The PowerPC arithmetic operations include:
 ■ Add and subtract from
 ■ Add and subtract from carrying
 ■ Add and subtract from extended
 ■ High and low multiplies
 ■ Signed and unsigned multiplies
 ■ Signed and unsigned divides
 addi, addis, add, and subf are the preferred forms for addition and
 subtraction because they set no status bits. If the source register
 is R0 for addi and addis, the value 0 is used instead of the con-
 tents of R0.
 In the most general case, the multiplication of two n-bit operands
 yields a 2n-bit product. Multiply low and multiply high return the
 low-order and high-order n-bits of the product, respectively. For
 mulli and mullw, the low-order 32 bits of the product are the cor-
 rect 32-bit product for 32-bit mode. The low-order 32 bits of the
 product are independent of whether the operands are regarded
 as signed or unsigned 32-bit integers. For mulli and mulld, the
 low-order 64 bits of the product are independent of whether the
 operands are regarded as signed or unsigned 64-bit integers. In
 some implementations, multiply instructions, with the exception
 of mulli, may execute faster if the second argument is smaller in
 absolute value than the first.

3.2.2.3 Logical Instructions The PowerPC architecture provides a large number of Boolean
 instructions ( and, or, nand, nor, xor, eqv, andc and orc ) so that
 any 2-argument Boolean function can be calculated with only a
 single instruction. These instructions can easily implement the
 bit-parallel operators in higher-level languages. Logical expres-
 sions can be calculated as predicates as described in Section
 3.1.5.1 on page 38.
 The AND Immediate instruction has only a recording form. If the
 immediate value is of the form 2n - 2m with n greater than m (i.e.,
 an unbroken series of 1s), the AND Immediate instruction may be
 replaced with a non-recording rlwinm instruction.
 The Count Leading Zeros operation is useful in many algorithms.
 To implement this function with other operations requires at least
 10 instructions. If the cntlzw instruction’s record bit is set, the LT
 bit in CR0 is cleared.

3.2.2.4 Rotate and Shift The PowerPC architecture implements instructions that can shift,
 Instructions rotate, extract, clear and insert bit fields in a general way. The
 shift instructions have analogous word and doubleword forms.
 The rotate instructions, however, do not have analogous word
 and doubleword forms because the 32-bit instruction size pre-

 Chapter 3. Code Selection: Integer and String Operations 47"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,68,416,"vents an equivalent specification of the mask. In a 64-bit imple-
 mentation, the rotate and shift word instructions operate on the
 low-order 32 bits; the high-order 32 bits are cleared.

3.2.2.5 Compare Instructions The compare instructions write the condition code resulting from
 the comparison of two operands to the specified field in the Con-
 dition Register, whose 4 bits hold the result of the comparison and
 a copy of the Summary Overflow bit from the XER. The L field in
 the instruction determines whether the operands are treated as
 32-bit (L = 0) or 64-bit (L = 1) quantities. In a 64-bit implementa-
 tion, bit 32 is the sign bit in 32-bit mode. In 32-bit implementa-
 tions, L must be cleared.

3.2.2.6 Move To/From XER mtxer may be used to clear the SO bit or to write bits 25:31 of the
 XER, which specify the number of bytes a Move Assist instruction
 transfers. mfxer may be used to save the value of the XER during
 a function call.

 3.2.3 Uses of Integer Many high-level language operations and functions have a
 Operations straightforward, but not necessarily unique translation into Pow-
 erPC assembly. The following sections examine code sequences
 for important or non-obvious operations and consider some of the
 trade-offs among possible sequences.

3.2.3.1 Loading a Constant Loading an integer constant into a register (either an address or
 into a Register a datum) is a common operation. The optimum way to handle this
 operation depends on the size of the constant and the availability
 of registers and cache lines to hold a constant pool.
 The Load Immediate extended mnemonic (li Rd,value, which is
 equivalent to addi Rd,R0,value) loads a 16-bit sign-extended
 value into the destination register. The large number of immediate
 instruction forms, however, can handle most operations involving
 constants smaller than 16 bits without the need for a separate
 load. Immediate arithmetic and signed-compare instructions sign
 extend their 16-bit immediate value to allow negative intermedi-
 ates. Add Immediate and Add Immediate Shifted instructions with
 source register R0 use the value of zero instead of the contents
 of R0.
 The method of loading an arbitrary 32-bit or 64-bit value into a
 destination register involves either constructing it in a register or
 loading it from memory. The following code sequence builds a 32-
 bit value in a register provided bit 16 of value is 0 and Rd is not
 R0:

 li Rd,(value & 0xFFFF)
 addis Rd,Rd,((value >> 16) & 0xFFFF)

 48 Chapter 3. Code Selection: Integer and String Operations"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,69,377,"If bit 16 of value is 1, use the following code sequence:

 li Rd,(value & 0xFFFF)
 addis Rd,Rd,((value >> 16) & 0xFFFF) + 1

 If the destination register is R0, use an intermediate register other
 than R0. An alternative to the preceding sequence involves the
 OR Immediate instruction (lis Rd,value is equivalent to addis
 Rd,R0,value):

 lis Rd,((value >> 16) & 0xffff)
 ori Rd,Rd,(value & 0xffff)

 The add instructions are preferred to logical instructions because
 future PowerPC implementations may have a three-input adder,
 which permits executing the preceding two instructions (and
 other forms of add-feeding-add) in parallel, even though they are
 not independent. Do not use andi. to load a constant because it
 needlessly sets CR0.
 The construction of a general 64-bit constant may use the rldimi
 instruction to combine two 32-bit constants formed as indicated
 above. If the implementation has multiple integer units, the forma-
 tion of the two 32-bit constants may proceed in parallel so that the
 entire 64-bit constant requires 3 cycles. Special 64-bit values or
 special circumstances, such as the availability of the needed 32-
 bit components in registers, might reduce the number of required
 cycles.
 If a register is dedicated to contain the base address of a constant
 pool in memory, the cost of loading a constant is the single load
 cost plus the associated cache or memory access delay. Loading
 the constant from memory is preferred to constructing the con-
 stant if the load is likely to hit in the cache and addressing code
 is unnecessary, or if too many constants are required to be kept
 in registers. It is almost always better to load 64-bit values from a
 constant pool in memory. The ABI can affect this trade-off. For
 example, in the AIX ABI, constants may be placed in the Table Of
 Contents (TOC), whose base address resides in R2. Accessing
 these constants, therefore, requires no addressing code and
 most likely the access will hit in the cache.

3.2.3.2 Endian Reversal Byte-reversal load and store instructions allow block transfers of
 data between applications with different endian orientations. For
 example, assume a 4KB block of data is known to be a sequence
 of 32-bit quantities. Figure 3-24 shows a loop that reverses the

 Chapter 3. Code Selection: Integer and String Operations 49"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,70,280,"endian orientation of the data block. This loop correctly reverses
 the endian orientation of the data independent of the endian
 mode of the processor.

 Figure 3-24. Endian Reversal of a 4KB Block of Data Code Sequence
 # R3 = base address of the source buffer
 # R4 = base address of the destination buffer
 li R5,1024 # 1024 words to transfer
 mtctr R5 # load count register
 addi R4,R4,-4 # adjust the destination for the loop
 subf R6,R4,R3 # difference between source and destination
 loop:
 lwbrx R5,R4,R6 # load byte-reverse at (dest + diff)
 stwu R5,4(R4) # store with update to destination
 bdnz loop # branch to loop if ctr != 0

 This example illustrates the use of byte-reversal instructions and
 how store update can subsume address computation. Because
 the byte-reversal instructions do not have an update form, this
 example calculates the difference between the source and desti-
 nation buffer addresses outside of the loop. Then, the load
 address is given by the destination address indexed by the differ-
 ence, allowing the byte-reversal load to use the address updated
 by the store.

3.2.3.3 Absolute Value The absolute value of an integer may be expressed in C as:

 (a >= 0) ? a : (0 - a)

 Figure 3-25 shows a non-branching instruction sequence to com-
 pute this function.

 Figure 3-25. Absolute Value Code Sequence
 # R3 = argument a
 srawi R4,R3,31 # R4 = (a < 0) ? -1 : 0
 xor R5,R4,R3 # R5 = (a < 0) ? ~a : a
 subf R6,R4,R5 # R6 = (a < 0) ? (~a + 1) : a
 # R6 = result

 50 Chapter 3. Code Selection: Integer and String Operations"
powerpc-cwg,The PowerPC Compiler Writer's Guide,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/powerpc-cwg.pdf,71,298,"3.2.3.4 Minimum and The integer minimum or maximum can be expressed, assuming
 Maximum a and b have the same type:

 min(a,b): (a <= b) ? a : b
 max(a,b): (a >= b) ? a : b

 Figure 3-26 shows a code sequence computing max(a,b ) for
 unsigned values. This approach is based on the fact that subtrac-
 tion of unsigned values generates a carry if the subtrahend is
 greater than or equal to the minuend. By replacing andc with and,
 the code in Figure 3-26 produces min(a,b ).

 Figure 3-26. Unsigned Maximum of a and b Code Sequence
 # R3 = a
 # R4 = b
 subfc R5,R3,R4 # R5 = b - a with carry
 # CA = (b >= a) ? 1 : 0
 subfe R6,R4,R4 # R6 = (b >= a) ? 0 : -1
 andc R5,R5,R6 # R5 = (b >= a) ? (Rb - Ra) : 0
 add R7,R3,R5 # R3 = (b >= a) ? Rb : Ra
 # R7 = result

 Figure 3-27 shows a code sequence computing max(a,b ) for
 signed values. The first two lines shift the unsigned values so that
 the problem becomes finding the maximum of unsigned values.
 By replacing andc with and, the code in Figure 3-27 produces
 min(a,b ).

3.2.3.5 Division by Integer On many implementations, integer division is rather slow com-
 Constants pared to integer multiplication or other integer arithmetic and log-
 ical operations. When the divisor is a constant, integer division
 instructions can be replaced by shifts to the right for divisors that
 are powers of 2 or by multiplication by a magic number for other
 divisors. The following describes techniques for 32-bit code, but
 everything extends in a straightforward way to 64-bit code.

 Chapter 3. Code Selection: Integer and String Operations 51"
